,International plan,Voice mail plan,Account length,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
10,0,0,-0.28799373476442763,-0.5575856173823156,-0.6137919765884043,-0.8790151078329969,0.2785961243030851,-0.24674544856982533,0.7161975432302481,-0.9203263712145909,0.27692355048476264,-0.6147066864114994,-1.354570922957193
11,0,0,1.5139281543452994,-0.5575856173823156,0.4672837000006581,-1.859641136387973,0.7755685053124566,0.471059492724212,0.6087517690512732,0.09754611307804446,0.3399951064670572,0.40273886351098237,-1.354570922957193
12,0,0,-1.3099792838117355,-0.5575856173823156,-0.8714483461754645,0.04999902448224385,1.5565251040414694,0.7274184003292253,-0.37892284744007537,-1.327475364931645,0.9076391103077104,-0.27555816977067216,-1.354570922957193
13,0,0,-0.42246551753381023,-0.5575856173823156,1.6979081785178745,0.15322281696171505,-0.8471984530854909,1.086320870976244,-0.08138070355983643,1.1663122215853117,-0.44839934331162745,-0.27555816977067216,0.2709141845914385
14,0,0,-1.0948244313807234,-0.5575856173823156,0.08890721319448623,-0.7757913153535256,0.4550720310288623,-0.6569197007378467,-0.08344696844789351,-0.36049650485364143,0.3399951064670572,-0.6147066864114994,-1.354570922957193
15,0,1,-1.2561905707039824,1.7332083598802652,-0.021002147258735535,0.15322281696171505,1.6295496171693764,-0.8620068268218573,0.6149505637154444,-1.1747944922877498,1.2860684462014789,0.06359034687015512,-0.5418283691828771
16,1,0,0.9222523101600159,-0.5575856173823156,1.9069161426584258,-2.117700617586651,-0.3177707329081607,-2.041257801804919,-1.0773203796034139,0.7082696036536257,0.11924466052902571,-0.27555816977067216,0.2709141845914385
17,0,0,0.3036821094208559,-0.5575856173823156,1.5789898540930771,0.6693417793590709,-0.9993328554352986,0.317244148161204,0.7017336890138478,-1.785517982863331,2.0113913399978687,-1.293003719693154,1.0836567383657543
18,0,0,1.809766076437941,-0.5575856173823156,-0.7723497424881337,0.411282298160393,-0.09666873482644023,0.471059492724212,1.9497576814004047,1.5734612153023657,0.8445675543254159,0.06359034687015512,0.2709141845914385
19,0,0,0.6264143880673742,-0.5575856173823156,-0.8191963551403264,-1.1886864852714103,0.37799060050495953,0.7274184003292253,-1.746790203333951,0.9118441005121528,1.3806757801749212,-0.9538552030523267,-0.5418283691828771
20,0,0,-1.1486131444884764,-0.5575856173823156,0.9699838896145717,-1.3435221739906171,0.28062458300108245,0.4197877112032093,-1.3996577021403391,1.1154185973706798,1.0337822222723,-0.9538552030523267,-0.5418283691828771
21,0,0,0.7339918142828802,-0.5575856173823156,-0.0948756518256547,-1.498357862709824,-0.6281249137017678,0.8299619633712306,-1.389326377700053,-0.3096028806390097,-1.0475791251434277,0.40273886351098237,-0.5418283691828771
22,0,0,-0.42246551753381023,-0.5575856173823156,-0.6876654811553241,0.25644660944118625,1.2076302079859098,-0.8107350453008546,-1.221958921767419,-0.055134759565850844,-0.16457734139130087,0.06359034687015512,-0.5418283691828771
23,0,0,0.7070974577290037,-0.5575856173823156,-0.864241174998204,-1.085462692791939,-0.05204264347049633,0.5223312742452146,0.0859867523727978,0.14843973729267623,-1.4575442390283435,-1.293003719693154,0.2709141845914385
24,0,1,-0.3955711609799337,1.275049564427749,-1.4876614818312301,-0.2080604567164341,0.08792100669132619,-1.6823553311578998,0.33393853893966347,1.318993094229207,-1.4890800170194909,-0.9538552030523267,-1.354570922957193
25,0,0,-0.5838316568570694,-0.5575856173823156,1.5591701333556105,-0.982238900312468,0.5443242137407489,-1.3234528605108813,1.1025890772969469,-0.055134759565850844,0.11924466052902571,0.40273886351098237,1.0836567383657543
26,0,0,0.3036821094208559,-0.5575856173823156,0.35737433954743636,-0.5177318341548477,0.8526499358363593,0.36851592968220664,-0.1536999746418389,-0.20781563220974614,-0.5745424552762165,-0.6147066864114994,-0.5418283691828771
27,1,0,0.3574708225286089,-0.5575856173823156,0.32494206924976476,0.9790131567974845,0.9459590359442411,0.21470058511919865,-0.7343204081859159,0.7591632278682574,-0.038434229426711215,0.06359034687015512,-0.5418283691828771
28,0,0,-1.1755075010423528,-0.5575856173823156,-0.00118242652126898,-1.8080292401482374,0.10414867627530588,-1.6310835496368972,-0.354127668783389,0.046652488863412694,0.6868886643696789,0.40273886351098237,0.2709141845914385
29,0,0,-1.1217187879345998,-0.5575856173823156,-1.6948676531774671,-0.9306270040727324,0.726885496560518,-0.041658322485814664,0.8277758471853378,-1.0730072438584861,0.5922813303962365,-1.293003719693154,0.2709141845914385
30,0,0,0.7339918142828802,-0.5575856173823156,1.090704006833684,0.3080585056809218,-0.7194055551116524,-0.45183257465383597,2.559305823377283,0.4538014825804668,1.2860684462014789,1.081035896792637,1.0836567383657543
31,0,0,-1.0410357182729704,-0.5575856173823156,0.49250879912106915,0.3596704019206574,0.29685225258506215,0.8812337448922333,-1.5029709465432,0.5555887310097304,-0.8268286792053958,0.06359034687015512,-0.5418283691828771
32,0,1,1.029829736375522,1.122329965943577,0.7934081957716919,0.6177298831193354,-1.1534957164831035,0.317244148161204,0.8897637938270542,-0.10602838378048261,-0.5745424552762165,-0.9538552030523267,-0.5418283691828771
33,0,0,0.8146748839445098,-0.5575856173823156,-0.2786585168457951,0.6693417793590709,-1.5490451625926032,-0.19547366704882266,0.8298421120733949,1.2680994700145751,-0.19611311938244813,1.4201844134334642,0.2709141845914385
34,0,1,0.9491466667138924,2.725885750027383,0.9123265201964886,-0.8790151078329969,0.3942182700889392,-0.9132786083428599,-1.040127611618384,0.25022698572193974,-0.7322213452319535,0.06359034687015512,0.2709141845914385
35,0,0,-0.7451977961803286,-0.5575856173823156,-1.3164911663712953,1.9596391853524608,0.7167432030705309,1.701582249228276,1.5179083197964474,0.8100568520828892,-0.19611311938244813,-0.6147066864114994,1.8963992921400696
36,0,0,-0.09973323888729198,-0.5575856173823156,0.0835018348115407,1.03062505303722,-0.4131082917140399,-0.4005607931328333,1.5819625313262202,-0.4113901290682732,-1.74136624094867,1.081035896792637,-0.5418283691828771
37,0,1,-0.1266275954411685,1.8095681591223514,1.148361376251767,-1.6015816551892952,0.010839576167424021,-2.143801364846924,0.7368601921108202,0.7591632278682574,-0.9214360131788379,-0.27555816977067216,1.0836567383657543
38,0,1,0.061632900435967156,1.7332083598802652,0.7159311056161421,0.15322281696171505,0.39218981139094133,0.471059492724212,-0.8252360632604335,-0.20781563220974614,0.7814959983431207,1.081035896792637,-1.354570922957193
39,0,1,1.7828717198840647,2.6495259507852973,0.3447617899872308,0.8757893643180134,-1.3766261732628213,-0.5031043561748386,-0.2838746625894436,-2.5998159702974393,0.08770888253787844,-0.6147066864114994,1.8963992921400696
40,0,0,-0.6914090830725754,-0.5575856173823156,-1.276851724896363,0.15322281696171505,1.6883749194113027,-0.5031043561748386,1.0178722168866012,0.657375979438994,-1.8044377969309646,1.4201844134334642,-0.5418283691828771
41,0,0,-1.7402889886737598,-0.5575856173823156,0.1231412762864728,0.411282298160393,-1.7884032889563004,0.8299619633712306,-1.9348203081471576,-0.8694327469999591,0.8130317763342679,0.06359034687015512,-0.5418283691828771
42,1,1,0.411259535636362,1.122329965943577,-0.14892943565510783,0.8757893643180134,0.42058823316290556,1.701582249228276,-0.9988023138572396,-0.3096028806390097,1.0337822222723,5.150818096482564,-0.5418283691828771
43,0,0,-0.2342050216566746,-0.5575856173823156,-0.36694636376723533,1.5983559116743116,0.25222616122911884,-0.09293010400681732,-0.1950252724029832,-0.6658582501414321,-0.4799351213027747,-0.27555816977067216,-1.354570922957193
44,0,0,0.3305764659747324,-0.5575856173823156,-2.3290987167763837,0.20483471320145064,0.11631942846329038,1.9066693753122865,-0.006995167589776831,-0.4113901290682732,0.5292097744139419,-0.6147066864114994,-0.5418283691828771
45,0,0,0.16921032665147326,-0.5575856173823156,0.85286735798409,-0.72417941911379,-0.6666656289637192,-0.19547366704882266,-1.4389167350134264,-2.192666976580385,0.3399951064670572,0.06359034687015512,-0.5418283691828771
46,0,0,-0.7989865092880816,-0.5575856173823156,0.4222388801427805,-1.2919102777508815,0.04532337403338017,0.5736030557662173,-0.897555334342436,0.4538014825804668,-0.511470899293922,-0.9538552030523267,-0.5418283691828771
47,0,1,1.191195875698781,1.9622877576065234,1.1051183491882046,-0.9306270040727324,-0.7518608942796112,-0.8107350453008546,-0.779778235723175,-1.0221136196438545,0.21385199450246808,-0.6147066864114994,-0.5418283691828771
48,0,0,-0.5569373003031929,-0.5575856173823156,-1.8426146623113058,-1.6531935514290306,0.7390562487485031,0.778690181850228,-1.1145131475884436,0.6064823552243621,0.5292097744139419,-0.27555816977067216,-0.5418283691828771
49,0,0,-0.8258808658419581,-0.5575856173823156,0.13395203305236383,-0.36289614543564086,-1.0885850381471858,2.2143000644383024,0.06325783860416856,0.657375979438994,0.11924466052902571,-0.27555816977067216,0.2709141845914385
50,0,1,0.19610468320534977,1.045970166701491,-0.9597361930969047,-0.41450804167537647,0.5159257919687853,0.8299619633712306,-0.6537360775516851,0.4029078583658351,-1.1106506811257224,-0.6147066864114994,-0.5418283691828771
51,1,0,-0.7720921527342051,-0.5575856173823156,-0.4894682737806626,-1.240298381511146,0.16094551981923427,-0.041658322485814664,-0.9264830427752371,-0.004241135351219073,-0.8899002351876907,-0.6147066864114994,-0.5418283691828771
52,1,0,-0.8796695789497111,-0.5575856173823156,0.10332155554900675,0.6177298831193354,-0.08652644133645306,2.0604847198752947,0.16863734789508636,-1.0221136196438545,1.0022464442811527,0.06359034687015512,1.8963992921400696
53,0,1,-1.2292962141501058,1.122329965943577,0.7880028173887463,1.2886845342358981,0.7289139552585159,-0.759463263779852,-0.498766210947394,-0.7167518743560638,0.27692355048476264,0.7418873801518097,0.2709141845914385
54,0,0,1.8366604329918177,-0.5575856173823156,0.4240406729370955,0.3596704019206574,0.6315479377546388,1.1888644340182493,-0.7777119708351179,-1.785517982863331,2.263677563927048,-0.27555816977067216,1.8963992921400696
55,0,0,-1.5789228493505008,-0.5575856173823156,0.5573733397164133,-0.7757913153535256,-0.7538893529776091,-0.14420188552781998,1.3959986914010711,-1.4292626133609085,0.8445675543254159,0.40273886351098237,-0.5418283691828771
56,1,0,-0.09973323888729198,-0.5575856173823156,0.7033185560559366,0.5145060906398642,0.46318586582085153,0.11215702207719333,1.1769746132670071,-0.2587092564243779,0.43460244044049956,-0.27555816977067216,1.8963992921400696
57,0,0,-0.2610993782105511,-0.5575856173823156,0.18079864570455642,-0.5693437303945833,-2.248863413401718,0.36851592968220664,0.5467638224095568,0.4029078583658351,0.9391748882988576,4.133372546560082,0.2709141845914385
58,0,0,0.6533087446212507,-0.5575856173823156,-0.5885668774679933,-0.41450804167537647,1.6315780758673741,-0.8620068268218573,-0.20742286173132635,1.2172058457999433,-1.173722237108017,0.06359034687015512,0.2709141845914385
59,0,0,2.0787096419767064,-0.5575856173823156,0.8925067994590226,1.4435202229551047,-1.1859510556510622,-0.3492890116118306,1.3236794203190685,0.5046951067950987,1.1283895562457418,-0.27555816977067216,0.2709141845914385
60,0,0,0.6264143880673742,-0.5575856173823156,-1.397571842115475,1.3402964304756337,-1.2001502665370447,-0.24674544856982533,-0.14336865020155284,-0.15692200799511438,-0.19611311938244813,0.06359034687015512,-0.5418283691828771
61,0,0,-0.3955711609799337,-0.5575856173823156,-0.030011111230311055,-1.085462692791939,0.6254625616606463,-1.3234528605108813,-1.3727962585955953,1.0136313489414164,-0.4799351213027747,-0.27555816977067216,-0.5418283691828771
62,0,1,1.2180902322526577,0.8168907689752329,-0.5741525351134723,0.20483471320145064,-1.7924602063522952,0.317244148161204,-0.4140493505370478,-0.10602838378048261,-1.2998653490726066,-0.27555816977067216,-1.354570922957193
63,0,1,-0.019050169225662408,1.656848560638179,-0.29307285920031617,0.4628941944001286,0.329307591753021,-0.19547366704882266,0.45378190244698213,0.4029078583658351,0.5292097744139419,1.4201844134334642,-1.354570922957193
64,1,0,1.594611224006929,-0.5575856173823156,0.3033205557179832,-0.6209556266343188,-0.29140076983419383,0.6761466188082226,0.2636855327457181,-0.3096028806390097,-0.8899002351876907,1.081035896792637,-0.5418283691828771
65,0,0,-1.390662353473365,-0.5575856173823156,-0.9993756345718368,1.4951321191948403,1.9804729719229328,0.9325055264132359,-0.1206397364329236,0.3011206099365715,0.3084593284759099,-0.27555816977067216,0.2709141845914385
66,0,0,-0.3955711609799337,-0.5575856173823156,-1.1705459500317716,-0.1564485604766985,0.14268939153725727,0.778690181850228,1.7059384246096532,0.6064823552243621,1.6644977820952478,0.40273886351098237,1.0836567383657543
67,1,0,0.4919426052979915,-0.5575856173823156,-0.7273049226302561,-0.05322476799722733,-0.13115253269239638,-1.1696375159478734,-1.6166155153863466,1.6752484637316294,-0.29072045335589053,-0.27555816977067216,1.8963992921400696
68,0,0,-1.1217187879345998,-0.5575856173823156,2.5357418278743977,0.15322281696171505,1.2705124276238307,1.1375926524972466,-0.3685915229997893,-1.4292626133609085,0.27692355048476264,-0.9538552030523267,1.8963992921400696
69,0,0,0.3574708225286089,-0.5575856173823156,-1.1164921662023186,1.2370726379961625,0.9419021185482466,-0.14420188552781998,0.5922216499468153,-2.243560600795017,0.9391748882988576,-0.6147066864114994,2.7091418459143854
70,0,0,-0.6914090830725754,-0.5575856173823156,0.23485242953400956,-0.1564485604766985,-1.7437771976003567,-0.605647919216844,0.9290228267001414,0.4538014825804668,-0.41686356532047963,-0.27555816977067216,0.2709141845914385
71,0,0,-0.20731066510279805,-0.5575856173823156,-1.3291037159315011,1.3402964304756337,1.6620049563373358,-0.6569197007378467,-0.4016517612087046,-0.4113901290682732,1.3491400021837738,0.7418873801518097,-0.5418283691828771
72,0,0,-0.6645147265186989,-0.5575856173823156,-0.8227999407289569,-0.2080604567164341,-0.26705926545822484,-1.6310835496368972,0.47651081621561137,1.4207803426584704,0.37153088445820504,0.06359034687015512,0.2709141845914385
73,0,1,2.3745475640693483,2.1913671553327814,-0.43541448995120946,-1.2919102777508815,0.25628307862511346,1.3426797785812572,1.6687456566246242,-0.8694327469999591,-0.22764889737359542,0.40273886351098237,0.2709141845914385
74,0,0,-0.9603526486113407,-0.5575856173823156,0.9141283129908037,-2.3241482025455933,-1.0033897728312933,-2.297616709409932,-0.14543491508960993,1.1663122215853117,-0.3222562313470378,-0.27555816977067216,1.0836567383657543
75,0,0,-2.0361269107664017,-0.5575856173823156,0.00782653745030654,0.3596704019206574,1.743143304257233,-2.143801364846924,-0.13303732576126678,-0.462283753282905,1.0968537782545946,0.40273886351098237,0.2709141845914385
76,0,1,-0.7989865092880816,1.351409363669835,0.9735874752032022,0.5661179868795998,1.27862626241582,-0.9132786083428599,0.8897637938270542,-1.1747944922877498,0.9707106662900049,-0.27555816977067216,-1.354570922957193
77,0,0,-0.07283888233341546,-0.5575856173823156,0.9177318985794342,-0.7757913153535256,0.4429012788408772,-0.605647919216844,0.3360048038277206,-1.5819434860048038,-1.0791149031345748,0.7418873801518097,-0.5418283691828771
78,0,1,0.6264143880673742,1.275049564427749,-0.46063958907162056,-1.7048054476687662,-0.5206166027079041,0.2659723666402013,0.1913662616637156,0.09754611307804446,-0.511470899293922,-0.27555816977067216,-0.5418283691828771
79,0,0,1.191195875698781,-0.5575856173823156,1.128541655514301,0.6693417793590709,-0.22446163280027825,-0.45183257465383597,-1.6641396078116626,-0.36049650485364143,0.8761033323165631,0.06359034687015512,0.2709141845914385
80,0,1,0.9222523101600159,1.9622877576065234,-0.4534324178943605,1.9080272891127252,1.327309271167759,-1.0670939529058678,-0.24668189460441353,-1.4801562375755404,-0.29072045335589053,-0.27555816977067216,1.0836567383657543
81,0,0,-0.5300429437493164,-0.5575856173823156,1.9591681336935645,-0.10483666423696292,0.6274910203586442,-0.14420188552781998,0.5199023788648127,2.4386528269511056,0.6553528863785311,-0.9538552030523267,0.2709141845914385
82,0,0,0.7877805273906333,-0.5575856173823156,2.0654739085581553,2.0112510815921962,0.42058823316290556,0.06088524055619066,0.6418120072601885,0.4538014825804668,0.7184244423608261,-0.27555816977067216,0.2709141845914385
83,0,1,0.4381538921902385,1.504128962154007,-0.9345110939764931,0.6693417793590709,-0.7944585269375578,-0.45183257465383597,0.9207577671479124,1.064524973156048,-3.3496909184971866,-1.6321522363339813,-0.5418283691828771
84,0,0,-0.4493598740876868,-0.5575856173823156,1.038452015798546,-0.2596723529561697,-0.7782308573535781,-0.14420188552781998,1.738998662818569,1.6243548395169976,-0.006898451435563939,0.40273886351098237,0.2709141845914385
85,0,0,-0.1266275954411685,-0.5575856173823156,1.0456591869758065,-0.3112842491959053,0.8851052750043181,1.547766904665268,0.0012698919624521427,0.860950476297521,0.5607455524050893,-0.27555816977067216,1.0836567383657543
86,0,1,-1.4982397796888711,1.504128962154007,-0.7074852018927901,0.3596704019206574,0.4429012788408772,-0.298017230090828,-0.4966999460593363,1.1154185973706798,0.8130317763342679,-0.9538552030523267,-0.5418283691828771
87,0,0,-1.2561905707039824,-0.5575856173823156,-0.4011804268592224,0.7725655718385421,-1.778260995466313,2.5219307535643187,-0.3293324901267021,-0.4113901290682732,0.37153088445820504,0.7418873801518097,-1.354570922957193
88,0,0,0.6264143880673742,-0.5575856173823156,-1.3056804096054044,1.3402964304756337,-0.32182765030415533,-1.1696375159478734,0.41658913446195206,-0.2587092564243779,-3.3496909184971866,-1.6321522363339813,-1.354570922957193
89,0,0,0.2767877528669793,-0.5575856173823156,0.4222388801427805,-0.8790151078329969,-2.3340586787176103,0.5223312742452146,-0.6640674019919711,1.1154185973706798,0.3399951064670572,-0.27555816977067216,-0.5418283691828771
90,0,0,-0.5300429437493164,-0.5575856173823156,1.7952049894108897,0.5661179868795998,-0.013501928208545538,-0.5031043561748386,-0.8582963014693488,0.14843973729267623,-0.06997000741785848,-0.27555816977067216,-1.354570922957193
91,0,1,0.2767877528669793,1.4277691629119211,-0.7795569136653943,-0.72417941911379,-0.9567352227773526,1.2914079970602546,1.0178722168866012,-0.3096028806390097,0.27692355048476264,0.7418873801518097,0.2709141845914385
92,0,1,0.061632900435967156,1.656848560638179,-1.743516058623975,1.4951321191948403,0.02098186965741119,1.5990386861862707,0.6438782721482456,-1.378368989146277,-0.7952929012142486,-0.6147066864114994,-0.5418283691828771
93,0,0,-1.1755075010423528,-0.5575856173823156,0.24386139350558508,0.8241774680782777,-2.3908555222615386,0.5223312742452146,0.24302288386514595,1.726142087946261,0.8130317763342679,1.081035896792637,1.0836567383657543
94,0,0,1.4870337977914228,-0.5575856173823156,-0.19037066992435492,0.6177298831193354,-0.10478256961843009,0.2659723666402013,-0.09584455777623727,-0.9203263712145909,0.3084593284759099,-0.27555816977067216,-0.5418283691828771
95,1,0,2.159392711638336,-0.5575856173823156,0.6024181595742909,0.15322281696171505,-0.8776253335554525,-0.8107350453008546,-1.221958921767419,1.8788229605901563,-1.7729020189398175,1.7593329300742915,0.2709141845914385
